Store_Name,Store_Country,Order_Year,Product_Category,Avg_Order_Value,Total_Orders
Store 32,Netherlands,2017,Cell phones,863.99,5
Store 32,Netherlands,2017,Computers,726.39,4
Store 32,Netherlands,2017,Games and Toys,284.01,2
Store 32,Netherlands,2017,Home Appliances,873.24,4
Store 32,Netherlands,2017,"Music, Movies and Audio Books",254.66,3
Store 32,Netherlands,2017,TV and Video,1915.99,2
Store 32,Netherlands,2016,Audio,67.4,1
Store 32,Netherlands,2016,Cameras and camcorders,1086.61,6
Store 32,Netherlands,2016,Cell phones,692.9,12
Store 32,Netherlands,2016,Computers,1246.67,6
Store 32,Netherlands,2016,Games and Toys,18.49,3
Store 32,Netherlands,2016,Home Appliances,1074.75,9
Store 32,Netherlands,2016,"Music, Movies and Audio Books",412.95,18
Store 32,Netherlands,2016,TV and Video,2251.67,8
Store 33,Netherlands,2021,Audio,51.38,1
Store 33,Netherlands,2021,Cameras and camcorders,324.98,2
Store 33,Netherlands,2021,Cell phones,9.48,1
Store 33,Netherlands,2021,Computers,699.0,1
Store 33,Netherlands,2021,Games and Toys,14.97,1
Store 33,Netherlands,2020,Audio,369.42,7
Store 33,Netherlands,2020,Cameras and camcorders,474.32,6
Store 33,Netherlands,2020,Cell phones,651.26,15
Store 33,Netherlands,2020,Computers,1207.96,28
Store 33,Netherlands,2020,Games and Toys,121.9,12
Store 33,Netherlands,2020,Home Appliances,2307.97,6
Store 33,Netherlands,2020,"Music, Movies and Audio Books",162.85,9
Store 33,Netherlands,2020,TV and Video,1868.66,8
Store 33,Netherlands,2019,Audio,305.25,16
Store 33,Netherlands,2019,Cameras and camcorders,907.21,15
Store 33,Netherlands,2019,Cell phones,823.76,25
Store 33,Netherlands,2019,Computers,1242.47,43
Store 33,Netherlands,2019,Games and Toys,78.99,29
Store 33,Netherlands,2019,Home Appliances,1130.01,14
Store 33,Netherlands,2019,"Music, Movies and Audio Books",284.84,28
Store 33,Netherlands,2019,TV and Video,1377.48,10
Store 33,Netherlands,2018,Audio,406.32,12
Store 33,Netherlands,2018,Cameras and camcorders,856.27,7
Store 33,Netherlands,2018,Cell phones,404.62,17
Store 33,Netherlands,2018,Computers,1287.24,14
Store 33,Netherlands,2018,Games and Toys,98.78,9
Store 33,Netherlands,2018,Home Appliances,862.12,7
Store 33,Netherlands,2018,"Music, Movies and Audio Books",489.85,17
Store 33,Netherlands,2018,TV and Video,476.62,8
Store 33,Netherlands,2017,Audio,400.51,13
Store 33,Netherlands,2017,Cameras and camcorders,1088.41,9
Store 33,Netherlands,2017,Cell phones,407.93,9
Store 33,Netherlands,2017,Computers,1610.31,24
Store 33,Netherlands,2017,Games and Toys,176.31,3
Store 33,Netherlands,2017,Home Appliances,887.48,8
Store 33,Netherlands,2017,"Music, Movies and Audio Books",308.79,11
Store 33,Netherlands,2017,TV and Video,688.99,2
Store 33,Netherlands,2016,Audio,454.29,10
Store 33,Netherlands,2016,Cameras and camcorders,556.13,3
Store 33,Netherlands,2016,Cell phones,218.39,5
Store 33,Netherlands,2016,Computers,2270.07,13
Store 33,Netherlands,2016,Games and Toys,48.99,3
Store 33,Netherlands,2016,Home Appliances,3000.48,8
Store 33,Netherlands,2016,"Music, Movies and Audio Books",515.98,6
Store 33,Netherlands,2016,TV and Video,4564.05,3
Store 34,Netherlands,2021,Computers,2095.6,3
Store 34,Netherlands,2021,Home Appliances,119.99,1
Store 34,Netherlands,2021,"Music, Movies and Audio Books",90.93,1
Store 34,Netherlands,2020,Audio,336.84,8
Store 34,Netherlands,2020,Cameras and camcorders,988.82,14
Store 34,Netherlands,2020,Cell phones,434.19,12
Store 34,Netherlands,2020,Computers,1514.78,15
Store 34,Netherlands,2020,Games and Toys,20.23,6
Store 34,Netherlands,2020,Home Appliances,404.98,3
Store 34,Netherlands,2020,"Music, Movies and Audio Books",595.83,7
Store 34,Netherlands,2020,TV and Video,1887.0,2
Store 34,Netherlands,2019,Audio,466.48,17
Store 34,Netherlands,2019,Cameras and camcorders,1599.49,13
Store 34,Netherlands,2019,Cell phones,586.91,25
Store 34,Netherlands,2019,Computers,2026.76,26
Store 34,Netherlands,2019,Games and Toys,138.3,25
Store 34,Netherlands,2019,Home Appliances,2236.05,6
Store 34,Netherlands,2019,"Music, Movies and Audio Books",362.33,27
Store 34,Netherlands,2019,TV and Video,1168.48,6
Store 34,Netherlands,2018,Audio,442.49,18
Store 34,Netherlands,2018,Cameras and camcorders,1125.05,10
Store 34,Netherlands,2018,Cell phones,699.25,22
Store 34,Netherlands,2018,Computers,1340.66,28
Store 34,Netherlands,2018,Games and Toys,109.7,10
Store 34,Netherlands,2018,Home Appliances,3472.1,11
Store 34,Netherlands,2018,"Music, Movies and Audio Books",237.87,13
Store 34,Netherlands,2018,TV and Video,4733.57,6
Store 34,Netherlands,2017,Audio,350.14,10
Store 34,Netherlands,2017,Cameras and camcorders,2811.57,6
Store 34,Netherlands,2017,Cell phones,554.63,8
Store 34,Netherlands,2017,Computers,831.7,17
Store 34,Netherlands,2017,Games and Toys,188.02,6
Store 34,Netherlands,2017,Home Appliances,982.96,10
Store 34,Netherlands,2017,"Music, Movies and Audio Books",116.15,8
Store 34,Netherlands,2017,TV and Video,1323.32,5
Store 34,Netherlands,2016,Audio,417.59,4
Store 34,Netherlands,2016,Cameras and camcorders,2057.85,6
Store 34,Netherlands,2016,Cell phones,397.48,8
Store 34,Netherlands,2016,Computers,1269.0,4
Store 34,Netherlands,2016,Games and Toys,94.3,8
Store 34,Netherlands,2016,Home Appliances,2266.38,5
Store 34,Netherlands,2016,"Music, Movies and Audio Books",420.53,3
Store 34,Netherlands,2016,TV and Video,1751.8,5
Store 0,Online,2021,Audio,472.65,31
Store 0,Online,2021,Cameras and camcorders,1035.12,25
Store 0,Online,2021,Cell phones,661.4,64
Store 0,Online,2021,Computers,1279.72,82
Store 0,Online,2021,Games and Toys,55.23,38
Store 0,Online,2021,Home Appliances,2252.94,12
Store 0,Online,2021,"Music, Movies and Audio Books",372.91,54
Store 0,Online,2021,TV and Video,1804.06,27
Store 0,Online,2020,Audio,414.75,248
Store 0,Online,2020,Cameras and camcorders,1008.17,236
Store 0,Online,2020,Cell phones,652.36,475
Store 0,Online,2020,Computers,1411.05,578
Store 0,Online,2020,Games and Toys,81.37,342
Store 0,Online,2020,Home Appliances,2168.72,121
Store 0,Online,2020,"Music, Movies and Audio Books",353.84,363
Store 0,Online,2020,TV and Video,1492.1,124
Store 0,Online,2019,Audio,422.39,535
Store 0,Online,2019,Cameras and camcorders,1101.08,421
Store 0,Online,2019,Cell phones,622.7,826
Store 0,Online,2019,Computers,1361.98,1102
Store 0,Online,2019,Games and Toys,107.01,636
Store 0,Online,2019,Home Appliances,1790.67,344
Store 0,Online,2019,"Music, Movies and Audio Books",329.78,637
Store 0,Online,2019,TV and Video,1604.12,193
Store 0,Online,2018,Audio,426.66,398
Store 0,Online,2018,Cameras and camcorders,1115.48,229
Store 0,Online,2018,Cell phones,619.3,481
Store 0,Online,2018,Computers,1376.63,672
Store 0,Online,2018,Games and Toys,99.47,295
Store 0,Online,2018,Home Appliances,1864.77,284
Store 0,Online,2018,"Music, Movies and Audio Books",333.15,423
Store 0,Online,2018,TV and Video,1445.65,162
Store 0,Online,2017,Audio,426.46,227
Store 0,Online,2017,Cameras and camcorders,1100.26,120
Store 0,Online,2017,Cell phones,563.48,212
Store 0,Online,2017,Computers,1252.81,350
Store 0,Online,2017,Games and Toys,129.15,114
Store 0,Online,2017,Home Appliances,1747.47,213
Store 0,Online,2017,"Music, Movies and Audio Books",329.77,220
Store 0,Online,2017,TV and Video,1580.34,90
Store 0,Online,2016,Audio,463.11,119
Store 0,Online,2016,Cameras and camcorders,1052.52,130
Store 0,Online,2016,Cell phones,660.44,131
Store 0,Online,2016,Computers,1657.24,181
Store 0,Online,2016,Games and Toys,94.16,92
Store 0,Online,2016,Home Appliances,1807.86,170
Store 0,Online,2016,"Music, Movies and Audio Books",320.1,200
Store 0,Online,2016,TV and Video,1528.13,138
Store 36,United Kingdom,2021,Cameras and camcorders,1281.0,1
Store 36,United Kingdom,2021,Cell phones,582.4,6
Store 36,United Kingdom,2021,Computers,2002.13,6
Store 36,United Kingdom,2021,Games and Toys,172.0,1
Store 36,United Kingdom,2021,Home Appliances,791.0,1
Store 36,United Kingdom,2021,"Music, Movies and Audio Books",366.66,8
Store 36,United Kingdom,2020,Audio,610.43,17
Store 36,United Kingdom,2020,Cameras and camcorders,1105.28,14
Store 36,United Kingdom,2020,Cell phones,715.5,27
Store 36,United Kingdom,2020,Computers,1345.47,36
Store 36,United Kingdom,2020,Games and Toys,106.47,23
Store 36,United Kingdom,2020,Home Appliances,1199.54,10
Store 36,United Kingdom,2020,"Music, Movies and Audio Books",325.38,25
Store 36,United Kingdom,2020,TV and Video,1998.63,7
Store 36,United Kingdom,2019,Audio,403.66,39
Store 36,United Kingdom,2019,Cameras and camcorders,1246.11,30
Store 36,United Kingdom,2019,Cell phones,618.03,65
Store 36,United Kingdom,2019,Computers,1270.66,97
Store 36,United Kingdom,2019,Games and Toys,73.87,47
Store 36,United Kingdom,2019,Home Appliances,1184.73,23
Store 36,United Kingdom,2019,"Music, Movies and Audio Books",308.39,55
Store 36,United Kingdom,2019,TV and Video,1750.73,13
Store 36,United Kingdom,2018,Audio,445.43,26
Store 36,United Kingdom,2018,Cameras and camcorders,1246.19,21
Store 36,United Kingdom,2018,Cell phones,603.86,36
Store 36,United Kingdom,2018,Computers,1405.19,48
Store 36,United Kingdom,2018,Games and Toys,92.26,18
Store 36,United Kingdom,2018,Home Appliances,1225.62,26
Store 36,United Kingdom,2018,"Music, Movies and Audio Books",285.71,30
Store 36,United Kingdom,2018,TV and Video,1128.93,11
Store 36,United Kingdom,2017,Audio,533.22,20
Store 36,United Kingdom,2017,Cameras and camcorders,724.84,12
Store 36,United Kingdom,2017,Cell phones,401.84,27
Store 36,United Kingdom,2017,Computers,1271.31,24
Store 36,United Kingdom,2017,Games and Toys,135.8,9
Store 36,United Kingdom,2017,Home Appliances,1802.85,16
Store 36,United Kingdom,2017,"Music, Movies and Audio Books",352.3,21
Store 36,United Kingdom,2017,TV and Video,1648.82,14
Store 36,United Kingdom,2016,Audio,401.58,17
Store 36,United Kingdom,2016,Cameras and camcorders,747.75,14
Store 36,United Kingdom,2016,Cell phones,563.52,20
Store 36,United Kingdom,2016,Computers,557.4,20
Store 36,United Kingdom,2016,Games and Toys,88.91,9
Store 36,United Kingdom,2016,Home Appliances,1731.57,22
Store 36,United Kingdom,2016,"Music, Movies and Audio Books",325.13,22
Store 36,United Kingdom,2016,TV and Video,754.86,15
Store 37,United Kingdom,2021,Cameras and camcorders,198.0,1
Store 37,United Kingdom,2021,Cell phones,485.83,5
Store 37,United Kingdom,2021,Computers,1225.16,4
Store 37,United Kingdom,2021,Games and Toys,142.45,6
Store 37,United Kingdom,2021,"Music, Movies and Audio Books",264.21,8
Store 37,United Kingdom,2021,TV and Video,169.99,1
Store 37,United Kingdom,2020,Audio,589.61,13
Store 37,United Kingdom,2020,Cameras and camcorders,628.0,13
Store 37,United Kingdom,2020,Cell phones,753.96,22
Store 37,United Kingdom,2020,Computers,1844.24,30
Store 37,United Kingdom,2020,Games and Toys,80.24,14
Store 37,United Kingdom,2020,Home Appliances,1424.42,9
Store 37,United Kingdom,2020,"Music, Movies and Audio Books",191.77,24
Store 37,United Kingdom,2020,TV and Video,1966.81,6
Store 37,United Kingdom,2019,Audio,390.49,31
Store 37,United Kingdom,2019,Cameras and camcorders,983.09,34
Store 37,United Kingdom,2019,Cell phones,456.51,45
Store 37,United Kingdom,2019,Computers,1016.22,70
Store 37,United Kingdom,2019,Games and Toys,114.36,51
Store 37,United Kingdom,2019,Home Appliances,725.37,19
Store 37,United Kingdom,2019,"Music, Movies and Audio Books",342.86,51
Store 37,United Kingdom,2019,TV and Video,3037.39,10
Store 37,United Kingdom,2018,Audio,503.27,26
Store 37,United Kingdom,2018,Cameras and camcorders,1266.93,14
Store 37,United Kingdom,2018,Cell phones,519.01,36
Store 37,United Kingdom,2018,Computers,1781.3,52
Store 37,United Kingdom,2018,Games and Toys,78.59,21
Store 37,United Kingdom,2018,Home Appliances,1938.45,24
Store 37,United Kingdom,2018,"Music, Movies and Audio Books",325.59,36
Store 37,United Kingdom,2018,TV and Video,1063.02,15
Store 37,United Kingdom,2017,Audio,300.26,11
Store 37,United Kingdom,2017,Cameras and camcorders,1541.84,14
Store 37,United Kingdom,2017,Cell phones,459.22,20
Store 37,United Kingdom,2017,Computers,1597.1,33
Store 37,United Kingdom,2017,Games and Toys,55.51,9
Store 37,United Kingdom,2017,Home Appliances,1107.65,13
Store 37,United Kingdom,2017,"Music, Movies and Audio Books",354.24,22
Store 37,United Kingdom,2017,TV and Video,1523.66,10
Store 37,United Kingdom,2016,Audio,403.13,11
Store 37,United Kingdom,2016,Cameras and camcorders,1117.57,17
Store 37,United Kingdom,2016,Cell phones,660.23,18
Store 37,United Kingdom,2016,Computers,1736.06,27
Store 37,United Kingdom,2016,Games and Toys,150.87,13
Store 37,United Kingdom,2016,Home Appliances,1368.22,35
Store 37,United Kingdom,2016,"Music, Movies and Audio Books",322.18,33
Store 37,United Kingdom,2016,TV and Video,1289.13,18
Store 38,United Kingdom,2021,Computers,81.0,1
Store 38,United Kingdom,2021,Games and Toys,56.0,1
Store 38,United Kingdom,2020,Audio,608.98,16
Store 38,United Kingdom,2020,Cameras and camcorders,990.75,15
Store 38,United Kingdom,2020,Cell phones,658.51,37
Store 38,United Kingdom,2020,Computers,1273.5,33
Store 38,United Kingdom,2020,Games and Toys,119.53,25
Store 38,United Kingdom,2020,Home Appliances,2694.94,9
Store 38,United Kingdom,2020,"Music, Movies and Audio Books",350.37,29
Store 38,United Kingdom,2020,TV and Video,3291.81,7
Store 38,United Kingdom,2019,Audio,526.15,40
Store 38,United Kingdom,2019,Cameras and camcorders,1206.65,25
Store 38,United Kingdom,2019,Cell phones,528.95,70
Store 38,United Kingdom,2019,Computers,1528.22,70
Store 38,United Kingdom,2019,Games and Toys,96.1,29
Store 38,United Kingdom,2019,Home Appliances,1700.67,22
Store 38,United Kingdom,2019,"Music, Movies and Audio Books",240.37,39
Store 38,United Kingdom,2019,TV and Video,1832.93,22
Store 38,United Kingdom,2018,Audio,345.91,30
Store 38,United Kingdom,2018,Cameras and camcorders,1201.79,19
Store 38,United Kingdom,2018,Cell phones,594.7,40
Store 38,United Kingdom,2018,Computers,1166.49,56
Store 38,United Kingdom,2018,Games and Toys,94.42,22
Store 38,United Kingdom,2018,Home Appliances,2504.49,28
Store 38,United Kingdom,2018,"Music, Movies and Audio Books",314.62,36
Store 38,United Kingdom,2018,TV and Video,2384.41,15
Store 38,United Kingdom,2017,Audio,352.61,23
Store 38,United Kingdom,2017,Cameras and camcorders,454.57,7
Store 38,United Kingdom,2017,Cell phones,448.63,21
Store 38,United Kingdom,2017,Computers,1382.92,25
Store 38,United Kingdom,2017,Games and Toys,65.86,13
Store 38,United Kingdom,2017,Home Appliances,2840.17,20
Store 38,United Kingdom,2017,"Music, Movies and Audio Books",413.74,29
Store 38,United Kingdom,2017,TV and Video,1752.19,12
Store 38,United Kingdom,2016,Audio,375.51,25
Store 38,United Kingdom,2016,Cameras and camcorders,1367.05,13
Store 38,United Kingdom,2016,Cell phones,329.43,13
Store 38,United Kingdom,2016,Computers,1613.51,20
Store 38,United Kingdom,2016,Games and Toys,89.56,7
Store 38,United Kingdom,2016,Home Appliances,2406.6,28
Store 38,United Kingdom,2016,"Music, Movies and Audio Books",423.44,30
Store 38,United Kingdom,2016,TV and Video,2217.01,12
Store 39,United Kingdom,2021,Cameras and camcorders,425.5,2
Store 39,United Kingdom,2021,Cell phones,705.75,4
Store 39,United Kingdom,2021,Computers,818.95,4
Store 39,United Kingdom,2021,Games and Toys,20.97,1
Store 39,United Kingdom,2021,Home Appliances,4614.85,2
Store 39,United Kingdom,2021,"Music, Movies and Audio Books",27.78,1
Store 39,United Kingdom,2020,Audio,393.31,28
Store 39,United Kingdom,2020,Cameras and camcorders,1386.35,22
Store 39,United Kingdom,2020,Cell phones,277.35,36
Store 39,United Kingdom,2020,Computers,1340.0,43
Store 39,United Kingdom,2020,Games and Toys,123.18,18
Store 39,United Kingdom,2020,Home Appliances,3572.78,5
Store 39,United Kingdom,2020,"Music, Movies and Audio Books",318.78,28
Store 39,United Kingdom,2020,TV and Video,423.9,10
Store 39,United Kingdom,2019,Audio,487.1,50
Store 39,United Kingdom,2019,Cameras and camcorders,917.15,34
Store 39,United Kingdom,2019,Cell phones,679.94,75
Store 39,United Kingdom,2019,Computers,1201.21,79
Store 39,United Kingdom,2019,Games and Toys,187.83,42
Store 39,United Kingdom,2019,Home Appliances,2783.55,29
Store 39,United Kingdom,2019,"Music, Movies and Audio Books",309.38,42
Store 39,United Kingdom,2019,TV and Video,2103.36,17
Store 39,United Kingdom,2018,Audio,360.55,38
Store 39,United Kingdom,2018,Cameras and camcorders,963.81,17
Store 39,United Kingdom,2018,Cell phones,689.67,42
Store 39,United Kingdom,2018,Computers,1259.88,57
Store 39,United Kingdom,2018,Games and Toys,147.8,18
Store 39,United Kingdom,2018,Home Appliances,1153.25,23
Store 39,United Kingdom,2018,"Music, Movies and Audio Books",264.01,40
Store 39,United Kingdom,2018,TV and Video,1309.33,6
Store 39,United Kingdom,2017,Audio,416.47,11
Store 39,United Kingdom,2017,Cameras and camcorders,1563.97,11
Store 39,United Kingdom,2017,Cell phones,546.11,15
Store 39,United Kingdom,2017,Computers,1352.08,27
Store 39,United Kingdom,2017,Games and Toys,165.47,6
Store 39,United Kingdom,2017,Home Appliances,1363.17,20
Store 39,United Kingdom,2017,"Music, Movies and Audio Books",459.64,13
Store 39,United Kingdom,2017,TV and Video,3691.55,11
Store 39,United Kingdom,2016,Audio,414.51,21
Store 39,United Kingdom,2016,Cameras and camcorders,649.46,14
Store 39,United Kingdom,2016,Cell phones,438.12,24
Store 39,United Kingdom,2016,Computers,969.54,18
Store 39,United Kingdom,2016,Games and Toys,162.54,4
Store 39,United Kingdom,2016,Home Appliances,998.2,16
Store 39,United Kingdom,2016,"Music, Movies and Audio Books",189.67,19
Store 39,United Kingdom,2016,TV and Video,996.31,11
Store 40,United Kingdom,2021,Audio,121.65,1
Store 40,United Kingdom,2021,Cameras and camcorders,667.0,3
Store 40,United Kingdom,2021,Cell phones,1233.53,4
Store 40,United Kingdom,2021,Computers,1345.55,3
Store 40,United Kingdom,2021,Games and Toys,65.39,5
Store 40,United Kingdom,2021,Home Appliances,1173.32,3
Store 40,United Kingdom,2021,TV and Video,735.99,3
Store 40,United Kingdom,2020,Audio,480.09,18
Store 40,United Kingdom,2020,Cameras and camcorders,992.11,14
Store 40,United Kingdom,2020,Cell phones,750.17,33
Store 40,United Kingdom,2020,Computers,1249.39,34
Store 40,United Kingdom,2020,Games and Toys,106.67,19
Store 40,United Kingdom,2020,Home Appliances,4558.43,6
Store 40,United Kingdom,2020,"Music, Movies and Audio Books",181.53,22
Store 40,United Kingdom,2020,TV and Video,1162.87,3
Store 40,United Kingdom,2019,Audio,466.94,40
Store 40,United Kingdom,2019,Cameras and camcorders,1275.61,30
Store 40,United Kingdom,2019,Cell phones,618.23,59
Store 40,United Kingdom,2019,Computers,1487.63,70
Store 40,United Kingdom,2019,Games and Toys,89.19,38
Store 40,United Kingdom,2019,Home Appliances,1466.57,27
Store 40,United Kingdom,2019,"Music, Movies and Audio Books",311.19,53
Store 40,United Kingdom,2019,TV and Video,2474.27,13
Store 40,United Kingdom,2018,Audio,435.28,37
Store 40,United Kingdom,2018,Cameras and camcorders,1435.44,20
Store 40,United Kingdom,2018,Cell phones,579.78,45
Store 40,United Kingdom,2018,Computers,1364.59,48
Store 40,United Kingdom,2018,Games and Toys,119.74,22
Store 40,United Kingdom,2018,Home Appliances,1897.76,22
Store 40,United Kingdom,2018,"Music, Movies and Audio Books",305.17,40
Store 40,United Kingdom,2018,TV and Video,1291.59,17
Store 40,United Kingdom,2017,Audio,355.02,19
Store 40,United Kingdom,2017,Cameras and camcorders,857.73,18
Store 40,United Kingdom,2017,Cell phones,472.57,23
Store 40,United Kingdom,2017,Computers,1134.19,34
Store 40,United Kingdom,2017,Games and Toys,51.24,11
Store 40,United Kingdom,2017,Home Appliances,2256.9,29
Store 40,United Kingdom,2017,"Music, Movies and Audio Books",346.94,22
Store 40,United Kingdom,2017,TV and Video,1006.69,10
Store 40,United Kingdom,2016,Audio,425.25,16
Store 40,United Kingdom,2016,Cameras and camcorders,1223.28,18
Store 40,United Kingdom,2016,Cell phones,803.99,17
Store 40,United Kingdom,2016,Computers,943.56,18
Store 40,United Kingdom,2016,Games and Toys,51.37,12
Store 40,United Kingdom,2016,Home Appliances,1482.27,16
Store 40,United Kingdom,2016,"Music, Movies and Audio Books",297.33,20
Store 40,United Kingdom,2016,TV and Video,1238.9,15
Store 41,United Kingdom,2018,Audio,277.73,18
Store 41,United Kingdom,2018,Cameras and camcorders,1320.6,8
Store 41,United Kingdom,2018,Cell phones,703.69,20
Store 41,United Kingdom,2018,Computers,1147.54,35
Store 41,United Kingdom,2018,Games and Toys,94.56,16
Store 41,United Kingdom,2018,Home Appliances,1630.3,17
Store 41,United Kingdom,2018,"Music, Movies and Audio Books",273.35,35
Store 41,United Kingdom,2018,TV and Video,691.67,7
Store 41,United Kingdom,2017,Audio,440.74,23
Store 41,United Kingdom,2017,Cameras and camcorders,1312.15,13
Store 41,United Kingdom,2017,Cell phones,512.21,13
Store 41,United Kingdom,2017,Computers,1075.22,44
Store 41,United Kingdom,2017,Games and Toys,31.91,14
Store 41,United Kingdom,2017,Home Appliances,2590.47,22
Store 41,United Kingdom,2017,"Music, Movies and Audio Books",276.63,24
Store 41,United Kingdom,2017,TV and Video,1096.12,13
Store 41,United Kingdom,2016,Audio,312.86,14
Store 41,United Kingdom,2016,Cameras and camcorders,1299.96,17
Store 41,United Kingdom,2016,Cell phones,722.36,12
Store 41,United Kingdom,2016,Computers,1492.0,29
Store 41,United Kingdom,2016,Games and Toys,76.47,9
Store 41,United Kingdom,2016,Home Appliances,1533.81,12
Store 41,United Kingdom,2016,"Music, Movies and Audio Books",372.9,17
Store 41,United Kingdom,2016,TV and Video,523.11,12
Store 42,United Kingdom,2021,Audio,120.0,1
Store 42,United Kingdom,2021,Cameras and camcorders,804.0,1
Store 42,United Kingdom,2021,Cell phones,163.71,4
Store 42,United Kingdom,2021,Computers,846.58,3
Store 42,United Kingdom,2021,Games and Toys,236.13,4
Store 42,United Kingdom,2021,"Music, Movies and Audio Books",450.53,3
Store 42,United Kingdom,2021,TV and Video,238.0,1
Store 42,United Kingdom,2020,Audio,343.92,10
Store 42,United Kingdom,2020,Cameras and camcorders,936.64,17
Store 42,United Kingdom,2020,Cell phones,643.59,35
Store 42,United Kingdom,2020,Computers,1477.3,37
Store 42,United Kingdom,2020,Games and Toys,92.62,22
Store 42,United Kingdom,2020,Home Appliances,1259.77,13
Store 42,United Kingdom,2020,"Music, Movies and Audio Books",399.26,24
Store 42,United Kingdom,2020,TV and Video,1069.89,5
Store 42,United Kingdom,2019,Audio,455.85,32
Store 42,United Kingdom,2019,Cameras and camcorders,1123.82,29
Store 42,United Kingdom,2019,Cell phones,618.52,52
Store 42,United Kingdom,2019,Computers,1512.04,87
Store 42,United Kingdom,2019,Games and Toys,81.5,41
Store 42,United Kingdom,2019,Home Appliances,3062.72,17
Store 42,United Kingdom,2019,"Music, Movies and Audio Books",211.45,45
Store 42,United Kingdom,2019,TV and Video,1382.15,15
Store 42,United Kingdom,2018,Audio,471.26,29
Store 42,United Kingdom,2018,Cameras and camcorders,528.12,12
Store 42,United Kingdom,2018,Cell phones,529.97,45
Store 42,United Kingdom,2018,Computers,1587.31,44
Store 42,United Kingdom,2018,Games and Toys,122.5,22
Store 42,United Kingdom,2018,Home Appliances,1445.28,27
Store 42,United Kingdom,2018,"Music, Movies and Audio Books",279.4,26
Store 42,United Kingdom,2018,TV and Video,1590.06,9
Store 42,United Kingdom,2017,Audio,499.28,25
Store 42,United Kingdom,2017,Cameras and camcorders,1327.23,15
Store 42,United Kingdom,2017,Cell phones,769.4,29
Store 42,United Kingdom,2017,Computers,1069.91,31
Store 42,United Kingdom,2017,Games and Toys,76.17,12
Store 42,United Kingdom,2017,Home Appliances,1396.49,18
Store 42,United Kingdom,2017,"Music, Movies and Audio Books",208.57,21
Store 42,United Kingdom,2017,TV and Video,1798.7,9
Store 42,United Kingdom,2016,Audio,304.04,14
Store 42,United Kingdom,2016,Cameras and camcorders,952.12,18
Store 42,United Kingdom,2016,Cell phones,667.82,17
Store 42,United Kingdom,2016,Computers,2493.25,27
Store 42,United Kingdom,2016,Games and Toys,75.36,17
Store 42,United Kingdom,2016,Home Appliances,1119.71,21
Store 42,United Kingdom,2016,"Music, Movies and Audio Books",301.36,25
Store 42,United Kingdom,2016,TV and Video,1510.62,6
Store 43,United States,2021,Audio,265.54,2
Store 43,United States,2021,Cameras and camcorders,148.0,1
Store 43,United States,2021,Cell phones,446.99,2
Store 43,United States,2021,Computers,2999.26,8
Store 43,United States,2021,Games and Toys,168.0,1
Store 43,United States,2021,"Music, Movies and Audio Books",109.99,1
Store 43,United States,2021,TV and Video,2307.0,2
Store 43,United States,2020,Audio,444.99,25
Store 43,United States,2020,Cameras and camcorders,1966.13,18
Store 43,United States,2020,Cell phones,523.69,40
Store 43,United States,2020,Computers,1385.78,72
Store 43,United States,2020,Games and Toys,120.47,42
Store 43,United States,2020,Home Appliances,1985.92,16
Store 43,United States,2020,"Music, Movies and Audio Books",250.12,37
Store 43,United States,2020,TV and Video,3579.77,14
Store 43,United States,2019,Audio,502.26,66
Store 43,United States,2019,Cameras and camcorders,1169.6,50
Store 43,United States,2019,Cell phones,589.43,99
Store 43,United States,2019,Computers,1173.81,113
Store 43,United States,2019,Games and Toys,88.38,62
Store 43,United States,2019,Home Appliances,1821.31,42
Store 43,United States,2019,"Music, Movies and Audio Books",381.98,61
Store 43,United States,2019,TV and Video,3122.9,26
Store 43,United States,2018,Audio,431.23,33
Store 43,United States,2018,Cameras and camcorders,888.08,15
Store 43,United States,2018,Cell phones,781.69,37
Store 43,United States,2018,Computers,1358.9,57
Store 43,United States,2018,Games and Toys,123.57,29
Store 43,United States,2018,Home Appliances,1262.41,28
Store 43,United States,2018,"Music, Movies and Audio Books",412.43,32
Store 43,United States,2018,TV and Video,610.36,8
Store 43,United States,2017,Audio,475.93,21
Store 43,United States,2017,Cameras and camcorders,788.58,15
Store 43,United States,2017,Cell phones,833.71,17
Store 43,United States,2017,Computers,1615.03,34
Store 43,United States,2017,Games and Toys,115.32,8
Store 43,United States,2017,Home Appliances,2127.6,30
Store 43,United States,2017,"Music, Movies and Audio Books",504.25,28
Store 43,United States,2017,TV and Video,919.14,11
Store 43,United States,2016,Audio,259.63,26
Store 43,United States,2016,Cameras and camcorders,857.8,16
Store 43,United States,2016,Cell phones,760.31,9
Store 43,United States,2016,Computers,2150.19,20
Store 43,United States,2016,Games and Toys,105.16,18
Store 43,United States,2016,Home Appliances,948.52,19
Store 43,United States,2016,"Music, Movies and Audio Books",268.23,16
Store 43,United States,2016,TV and Video,1684.48,13
Store 44,United States,2021,Cameras and camcorders,328.0,1
Store 44,United States,2021,Cell phones,816.29,10
Store 44,United States,2021,Computers,1429.19,4
Store 44,United States,2021,Games and Toys,33.58,6
Store 44,United States,2021,"Music, Movies and Audio Books",67.68,4
Store 44,United States,2021,TV and Video,3493.0,1
Store 44,United States,2020,Audio,438.12,29
Store 44,United States,2020,Cameras and camcorders,1132.73,19
Store 44,United States,2020,Cell phones,579.62,49
Store 44,United States,2020,Computers,1572.85,52
